shipment_id,tracking_number,ship_date,estimated_arrival,sender_company,sender_city,sender_country,exporter_id,destination_country,item_type,item_description,hs_code,hs_description,declared_value_usd,declared_value_local,local_currency,actual_value_usd,weight_kg,shipping_company,shipping_method,incoterm,documentation_status,missing_documents,duty_rate,duty_amount_usd,vat_rate,vat_amount_usd,processing_fee_usd,total_landed_cost_usd,compliance_issues,restricted_item,clearance_status
SHIP-DA525452,ROY4745441474,2025-02-27,2025-03-04,Japan Global Supply,Tokyo,JP,JP-BC5DBBDF53,GB,Textiles,Denim,8471.30,Portable computers weighing < 10kg,996.0,790.48,GBP,996.0,5.2,Royal Mail,Standard Courier,DAP,Complete,None,10.39,103.46,20,199.2,10.0,1308.66,No compliance issues detected,No,Held
SHIP-65BC8AB8,CAN8767524386,2025-03-03,2025-03-07,International Trading Co.,Taipei,TW,TW-F03544AF6C,US,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",211.71,211.71,USD,211.71,1.9,Canada Post,Ocean Freight,FCA,Complete,None,0,0.0,0,0.0,0.0,211.71,No compliance issues detected,No,Cleared
SHIP-B1871FFB,CHI3787742092,2025-03-01,2025-03-06,Shanghai Export Ltd,Hangzhou,CN,36116852X,CA,Medical Devices,Stethoscope,9018.90,Medical instruments and appliances,959.26,1296.3,CAD,959.26,9.35,ChinaPost,Standard Courier,DAP,Incomplete,"Safety Certification, Commercial Invoice",0.05,0.49,5,47.96,10.0,1017.71,"Missing document: Safety Certification, Commercial Invoice",No,Pending
SHIP-05060F23,USP3010179111,2025-02-07,2025-02-15,WorldWide Logistics,Seoul,KR,KR-4C40BD34DF,GB,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,97.83,77.64,GBP,97.83,3.65,USPS,Air Freight,EXW,Complete,None,0,0.0,20,19.57,0.0,117.4,No compliance issues detected,No,Cleared
SHIP-D3527025,ROY9973948728,2025-02-24,2025-03-03,WorldWide Logistics,Milan,IT,IT-EDBEC6AAAE,FR,Textiles,Cotton Fabric,8708.29,Parts and accessories of motor vehicles,436.03,403.73,EUR,436.03,5.35,Royal Mail,Postal Service,DDP,Incomplete,"Import License, Certificate of Origin",10.28,44.84,20,87.21,10.0,578.08,"Missing document: Import License, Certificate of Origin; Incorrect HS code",No,Pending
SHIP-781581C2,JAP8909031653,2025-02-07,2025-02-13,WorldWide Logistics,Taipei,IN,IN-546E6A60AE,GB,Machinery,Pump,8483.40,Gears and gearing for machinery,288.68,229.11,GBP,288.68,14.7,Japan Post,Postal Service,CIF,Complete,None,6.25,18.03,20,57.74,10.0,374.44,Incorrect weight declaration,No,Pending
SHIP-1E5AEA92,JAP3624981090,2025-02-14,2025-02-17,International Trading Co.,Mexico City,GB,GB105687732000,FR,Machinery,Industrial Robot,8483.40,Gears and gearing for machinery,105.38,97.57,EUR,172.53,18.81,Japan Post,Air Freight,FOB,Complete,None,0,0.0,20,21.08,0.0,126.46,Undervalued declaration,No,Pending
SHIP-726A2370,JAP5214471072,2025-02-24,2025-03-08,Berlin Exports,Frankfurt,DE,DE81963108,CA,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,941.16,1271.84,CAD,941.16,10.87,Japan Post,Postal Service,FOB,Complete,None,4.66,43.82,5,47.06,10.0,1042.03,No compliance issues detected,No,Cleared
SHIP-D8076BE4,DHL9097623171,2025-03-06,2025-03-11,Osaka Exports Ltd,Nagoya,JP,JP-5396CBD577,AU,Furniture,Wooden Table,9503.00,Toys; puzzles of all kinds,743.79,1126.95,AUD,743.79,13.62,DHL,Ocean Freight,CIF,Complete,None,0,0.0,10,74.38,0.0,818.17,No compliance issues detected,No,Cleared
SHIP-9FA64596,CAN8986243335,2025-02-13,2025-02-16,Cross-Border Shipping,London,IN,IN-AE7DE592C1,IN,Automotive Parts,Vehicle Filters,8708.29,Parts and accessories of motor vehicles,813.27,67772.5,INR,813.27,14.32,Canada Post,Postal Service,CPT,Complete,None,0,0.0,18,146.39,0.0,959.66,No compliance issues detected,No,Cleared
SHIP-79ED29E2,FED8765146312,2025-02-18,2025-02-24,German Precision GmbH,Berlin,DE,DE21703973,CN,Medical Devices,Blood Pressure Monitor,9018.90,Medical instruments and appliances,412.32,2945.14,CNY,412.32,8.64,FedEx,Express Courier,DDP,Incomplete,Safety Certification,1.36,5.6,13,53.6,10.0,481.52,Missing document: Safety Certification,No,Pending
SHIP-C929AFF5,UPS2545228910,2025-02-26,2025-03-01,WorldWide Logistics,Mexico City,MX,MX-473481CEB5,US,Automotive Parts,Vehicle Brake Pads,8708.29,Parts and accessories of motor vehicles,714.17,714.17,USD,714.17,14.04,UPS,Express Courier,EXW,Incomplete,Commercial Invoice,0,0.0,0,0.0,0.0,714.17,Missing document: Commercial Invoice,No,Pending
SHIP-22B348C6,FED9589574157,2025-03-05,2025-03-15,International Trading Co.,London,IT,IT-679D9AB027,GB,Apparel,Ralph Lauren Jeans,6104.43,Women's dresses of synthetic fibers,160.51,127.39,GBP,160.51,1.04,FedEx,Express Courier,CPT,Complete,None,14.03,22.52,20,32.1,10.0,225.13,Undervalued declaration,No,Pending
SHIP-6921E5D5,CAN3640569247,2025-03-01,2025-03-14,Tokyo Trading Corp,Yokohama,JP,JP-F84854FEAF,AU,Food Products,Packaged Cookies,2106.90,Food preparations not elsewhere specified,896.82,1358.82,AUD,896.82,2.95,Canada Post,Postal Service,FOB,Complete,None,0,0.0,10,89.68,0.0,986.5,No compliance issues detected,Yes,Pending
SHIP-513CA739,FED2096981667,2025-02-11,2025-02-20,Global Exports Ltd,Milan,KR,KR-3734217F58,US,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",42.23,42.23,USD,42.23,2.16,FedEx,Air Freight,CIP,Incomplete,Commercial Invoice,0,0.0,0,0.0,0.0,42.23,Missing document: Commercial Invoice,Yes,Pending
SHIP-927AA985,CAN1250718266,2025-03-01,2025-03-05,International Trading Co.,London,KR,KR-38B02492EA,US,Sporting Goods,Sports Basketball,9506.91,Gymnasium or athletics articles and equipment,789.12,789.12,USD,789.12,10.48,Canada Post,Express Courier,EXW,Complete,None,0,0.0,0,0.0,0.0,789.12,No compliance issues detected,No,Held
SHIP-F76B13A7,CHI8861347530,2025-02-27,2025-03-13,Japan Global Supply,Yokohama,JP,JP-D4FCA794FD,GB,Books,Printed Magazine,4901.99,"Printed books, brochures and similar",356.59,283.01,GBP,523.76,6.31,ChinaPost,Postal Service,FCA,Complete,None,6.22,22.19,20,71.32,10.0,460.1,Undervalued declaration,No,Pending
SHIP-156882A1,ROY1519726717,2025-02-07,2025-02-14,Guangzhou Trade Co.,Hangzhou,CN,85408805X,CN,Apparel,Ralph Lauren Dress,6104.43,Women's dresses of synthetic fibers,221.08,1579.14,CNY,221.08,1.01,Royal Mail,Ocean Freight,FCA,Incomplete,Certificate of Origin,14.88,32.91,13,28.74,10.0,292.73,Missing document: Certificate of Origin; Missing EORI number,No,Pending
SHIP-85E3452D,AUS4256646361,2025-02-08,2025-02-19,WorldWide Logistics,Seoul,IT,IT-9A6ECA8A01,FR,Books,Printed Comic,4901.99,"Printed books, brochures and similar",635.62,588.54,EUR,635.62,2.09,Australia Post,Standard Courier,DDP,Complete,None,9.07,57.65,20,127.12,10.0,830.4,No compliance issues detected,No,Held
SHIP-692EB60B,FED8185687275,2025-02-11,2025-02-22,American Distributors Inc,Miami,US,82-7662932,BR,Sporting Goods,Sports Dumbbells,9506.91,Gymnasium or athletics articles and equipment,840.81,4204.05,BRL,840.81,2.06,FedEx,Air Freight,CPT,Complete,None,8.12,68.26,17,142.94,10.0,1062.0,No compliance issues detected,No,Cleared
SHIP-CE1B6C39,UPS3414132697,2025-02-20,2025-02-24,Global Exports Ltd,Mexico City,IN,IN-CC78A1516E,GB,Machinery,Pump,8483.40,Gears and gearing for machinery,118.08,93.71,GBP,118.08,20.36,UPS,Air Freight,DDP,Complete,None,0,0.0,20,23.62,0.0,141.7,No compliance issues detected,No,Held
SHIP-937139F4,CAN9006984707,2025-03-07,2025-03-12,International Trading Co.,Mexico City,IN,IN-7BD332A10E,DE,Cosmetics,Beauty Mascara,3304.99,Beauty or make-up preparations,918.82,850.76,EUR,918.82,1.17,Canada Post,Standard Courier,EXW,Complete,None,8.65,79.46,19,174.58,10.0,1182.86,No compliance issues detected,No,Under Review
SHIP-FF365CF3,UPS6395398961,2025-02-24,2025-03-05,US Global Exports,Chicago,US,57-1128304,BR,Textiles,Polyester,8471.30,Portable computers weighing < 10kg,513.79,2568.95,BRL,513.79,14.04,UPS,Air Freight,CIP,Complete,None,13.72,70.51,17,87.34,10.0,681.64,No compliance issues detected,No,Cleared
SHIP-E5DEA898,JAP8297745786,2025-02-12,2025-02-24,US Global Exports,Los Angeles,US,45-2914048,AU,Chemicals,Adhesive,7113.19,"Jewelry and parts, of precious metal other than silver",138.7,210.15,AUD,138.7,8.23,Japan Post,Postal Service,FOB,Incomplete,Commercial Invoice,0,0.0,10,13.87,0.0,152.57,Missing document: Commercial Invoice; Restricted item: Chemicals requires special permits; Incorrect HS code,Yes,Pending
SHIP-59B1F6E8,ROY7286861177,2025-02-13,2025-02-22,Japan Global Supply,Osaka,JP,JP-9728129D1B,DE,Textiles,Cotton Fabric,3004.90,"Medicaments, packaged for retail sale",464.07,429.69,EUR,464.07,4.75,Royal Mail,Air Freight,CIF,Complete,None,12.37,57.41,19,88.17,10.0,619.66,Incorrect HS code,No,Pending
SHIP-7670F782,CAN1820930634,2025-02-21,2025-03-04,WorldWide Logistics,Paris,KR,KR-C4B17A0F34,DE,Furniture,Wooden Lamp,2106.90,Food preparations not elsewhere specified,223.52,206.96,EUR,223.52,23.8,Canada Post,Ocean Freight,DDP,Complete,None,5.75,12.85,19,42.47,10.0,288.84,Incorrect HS code,No,Pending
SHIP-8DAA53C9,USP5901702094,2025-02-26,2025-03-07,WorldWide Logistics,London,KR,KR-DAB3B27900,BR,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",839.98,4199.9,BRL,839.98,1.91,USPS,Express Courier,FOB,Complete,None,1.26,10.59,17,142.8,10.0,1003.36,No compliance issues detected,No,Cleared
SHIP-E9213505,USP2633814023,2025-02-10,2025-02-23,American Distributors Inc,Chicago,US,73-3196334,AU,Chemicals,Adhesive,8517.13,Smartphones,867.9,1315.0,AUD,867.9,6.73,USPS,Ocean Freight,FOB,Complete,None,0,0.0,10,86.79,0.0,954.69,Restricted item: Chemicals requires special permits,Yes,Pending
SHIP-B8088302,DHL5431509463,2025-02-16,2025-02-28,Shenzhen Tech Supply,Guangzhou,CN,28377589X,AU,Toys,Children's Remote Control Car,9503.00,Toys; puzzles of all kinds,546.5,828.03,AUD,546.5,2.87,DHL,Postal Service,DAP,Complete,None,0,0.0,10,54.65,0.0,601.15,No compliance issues detected,No,Cleared
SHIP-BE42BEBC,ROY8010137555,2025-02-12,2025-02-15,German Precision GmbH,Cologne,DE,DE70039384,US,Cosmetics,Beauty Lipstick,3304.99,Beauty or make-up preparations,651.14,651.14,USD,651.14,1.78,Royal Mail,Express Courier,FCA,Complete,None,0,0.0,0,0.0,0.0,651.14,Incorrect weight declaration,No,Pending
SHIP-DCF3D74E,UPS7369656501,2025-03-02,2025-03-06,Texas Shipping LLC,Los Angeles,US,17-1963391,GB,Apparel,Adidas Dress,6203.42,Men's trousers of cotton,937.38,743.95,GBP,937.38,0.83,UPS,Standard Courier,CPT,Complete,None,8.38,78.56,20,187.48,10.0,1213.42,No compliance issues detected,No,Under Review
SHIP-8BD01655,ROY9741424654,2025-03-04,2025-03-12,International Trading Co.,Mexico City,IN,IN-3AF74E2EED,GB,Jewelry,Fashion Bracelet,7113.19,"Jewelry and parts, of precious metal other than silver",706.93,561.06,GBP,706.93,0.31,Royal Mail,Postal Service,DAP,Complete,None,4.88,34.48,20,141.39,10.0,892.8,Missing certificate of origin,No,Pending
SHIP-A2BB3FB1,ROY2924935540,2025-02-22,2025-03-08,Japan Global Supply,Yokohama,JP,JP-9B0964BDF5,US,Chemicals,Cleaning Agent,8471.30,Portable computers weighing < 10kg,781.42,781.42,USD,781.42,8.37,Royal Mail,Air Freight,CPT,Complete,None,0,0.0,0,0.0,0.0,781.42,No compliance issues detected,Yes,Pending
SHIP-9A524C53,AUS1006575687,2025-02-12,2025-02-16,WorldWide Logistics,Paris,MX,MX-20B1A99F42,DE,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,338.38,313.31,EUR,662.5,6.15,Australia Post,Air Freight,FOB,Complete,None,9.49,32.12,19,64.29,10.0,444.79,Undervalued declaration,No,Pending
SHIP-30EE6938,CHI7158901073,2025-02-20,2025-02-24,German Precision GmbH,Cologne,DE,DE29409239,IN,Automotive Parts,Vehicle Filters,8708.29,Parts and accessories of motor vehicles,727.22,60601.67,INR,727.22,4.94,ChinaPost,Express Courier,CIF,Complete,None,0,0.0,18,130.9,0.0,858.12,No compliance issues detected,No,Under Review
SHIP-8A6086AC,UPS8157803068,2025-02-26,2025-03-08,International Trading Co.,Milan,TW,TW-A42497F9EE,CA,Automotive Parts,Vehicle Sensors,8708.29,Parts and accessories of motor vehicles,910.64,1230.59,CAD,910.64,3.49,UPS,Standard Courier,FOB,Complete,None,11.7,106.56,5,45.53,10.0,1072.73,No compliance issues detected,No,Under Review
SHIP-D99CC594,DEU1524700898,2025-02-23,2025-03-09,International Trading Co.,Seoul,TW,TW-80202C16A6,US,Medical Devices,Glucose Meter,9018.90,Medical instruments and appliances,251.16,251.16,USD,251.16,1.65,Deutsche Post,Express Courier,FOB,Complete,None,0,0.0,0,0.0,0.0,251.16,No compliance issues detected,No,Under Review
SHIP-C68E42A0,DEU5396604016,2025-02-09,2025-02-13,Osaka Exports Ltd,Nagoya,JP,JP-5AE4BAC04A,BR,Books,Printed Dictionary,4901.99,"Printed books, brochures and similar",163.46,817.3,BRL,163.46,1.7,Deutsche Post,Express Courier,DAP,Complete,None,10.9,17.81,17,27.79,10.0,219.06,No compliance issues detected,No,Cleared
SHIP-A3A61442,ROY8394429472,2025-02-22,2025-02-25,International Trading Co.,Mexico City,IT,IT-7354FEB2BD,DE,Furniture,Wooden Lamp,3304.99,Beauty or make-up preparations,740.54,685.69,EUR,740.54,26.21,Royal Mail,Express Courier,CIP,Incomplete,Import License,8.87,65.67,19,140.7,10.0,956.92,Missing document: Import License,No,Pending
SHIP-A8F597AF,UPS1202690164,2025-02-19,2025-02-23,Guangzhou Trade Co.,Hangzhou,CN,35142238X,US,Books,Printed Novel,4901.99,"Printed books, brochures and similar",61.54,61.54,USD,119.21,3.66,UPS,Standard Courier,CIP,Incomplete,Packing List,0,0.0,0,0.0,0.0,61.54,Undervalued declaration; Missing document: Packing List,No,Pending
SHIP-6B50302C,JAP6635584139,2025-03-02,2025-03-12,Kyoto Shipping Co.,Osaka,JP,JP-C9276B89CD,AU,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",463.04,701.58,AUD,463.04,0.5,Japan Post,Air Freight,CIP,Complete,None,0,0.0,10,46.3,0.0,509.34,No compliance issues detected,No,Under Review
SHIP-F061132F,AUS8222209518,2025-02-15,2025-02-24,Japan Global Supply,Kyoto,JP,JP-0492DFC16F,GB,Books,Printed Manual,4901.99,"Printed books, brochures and similar",270.96,215.05,GBP,270.96,4.93,Australia Post,Air Freight,CIP,Complete,None,3.86,10.45,20,54.19,10.0,345.6,No compliance issues detected,No,Cleared
SHIP-03AC8E82,CHI5007349823,2025-02-25,2025-03-09,Tokyo Trading Corp,Yokohama,JP,JP-383BAA4DE4,IN,Machinery,Industrial Robot,8483.40,Gears and gearing for machinery,106.56,8880.0,INR,149.23,16.25,ChinaPost,Air Freight,DDP,Complete,None,0,0.0,18,19.18,0.0,125.74,Undervalued declaration,No,Pending
SHIP-142EE1DD,UPS2702814467,2025-03-02,2025-03-07,WorldWide Logistics,Paris,KR,KR-1344B02AC2,US,Toys,Children's Action Figure,9503.00,Toys; puzzles of all kinds,544.67,544.67,USD,544.67,1.92,UPS,Standard Courier,FCA,Complete,None,0,0.0,0,0.0,0.0,544.67,No compliance issues detected,No,Cleared
SHIP-242EFD3C,ROY8502004858,2025-02-10,2025-02-16,Cross-Border Shipping,Milan,IT,IT-DFF14A1EFC,AU,Furniture,Wooden Bed,6104.43,Women's dresses of synthetic fibers,470.25,712.5,AUD,470.25,13.02,Royal Mail,Ocean Freight,EXW,Complete,None,0,0.0,10,47.03,0.0,517.27,No compliance issues detected,No,Under Review
SHIP-E4EF54FD,USP8277536132,2025-03-09,2025-03-19,Berlin Exports,Frankfurt,DE,DE87439626,AU,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",603.1,913.79,AUD,603.1,0.48,USPS,Ocean Freight,CIP,Complete,None,0,0.0,10,60.31,0.0,663.41,No compliance issues detected,No,Cleared
SHIP-777D2D2E,CAN2953886268,2025-02-18,2025-03-02,Global Exports Ltd,London,IT,IT-BA07F85648,AU,Jewelry,Fashion Pendant,7113.19,"Jewelry and parts, of precious metal other than silver",381.9,578.64,AUD,381.9,0.08,Canada Post,Postal Service,CPT,Incomplete,"Certificate of Origin, Safety Certification",0,0.0,10,38.19,0.0,420.09,"Missing document: Certificate of Origin, Safety Certification",No,Pending
SHIP-AA442A7B,CHI5331023657,2025-03-08,2025-03-18,WorldWide Logistics,Paris,GB,GB401926565000,AU,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,475.5,720.45,AUD,795.26,8.13,ChinaPost,Express Courier,FCA,Complete,None,0,0.0,10,47.55,0.0,523.05,Undervalued declaration,No,Pending
SHIP-E3B095B7,FED4589963233,2025-02-16,2025-02-27,California Trading Co.,Miami,US,23-5604900,AU,Medical Devices,Blood Pressure Monitor,9018.90,Medical instruments and appliances,676.23,1024.59,AUD,676.23,5.68,FedEx,Air Freight,DDP,Complete,None,0,0.0,10,67.62,0.0,743.85,No compliance issues detected,No,Cleared
SHIP-C6356C40,DHL7274255721,2025-02-25,2025-03-10,American Distributors Inc,Houston,US,92-2750907,JP,Chemicals,Laboratory Reagent,9506.91,Gymnasium or athletics articles and equipment,456.33,68108.96,JPY,830.25,4.13,DHL,Ocean Freight,FOB,Complete,None,0,0.0,10,45.63,0.0,501.96,Undervalued declaration,No,Pending
SHIP-5BFA1536,CHI5152754154,2025-03-09,2025-03-22,Cross-Border Shipping,Taipei,IN,IN-C19625A11A,AU,Food Products,Packaged Dried Fruits,2106.90,Food preparations not elsewhere specified,437.37,662.68,AUD,559.26,4.7,ChinaPost,Express Courier,DDP,Complete,None,0,0.0,10,43.74,0.0,481.11,Undervalued declaration,Yes,Pending
SHIP-F1E03A74,CHI2912941060,2025-02-07,2025-02-20,International Trading Co.,Milan,MX,MX-B77E20BE8D,DE,Books,Printed Novel,4901.99,"Printed books, brochures and similar",287.51,266.21,EUR,503.41,6.96,ChinaPost,Air Freight,FCA,Complete,None,11.42,32.84,19,54.63,10.0,384.97,Undervalued declaration,No,Pending
SHIP-AC6B476C,CHI8067824566,2025-02-18,2025-03-05,Global Exports Ltd,Mexico City,TW,TW-5BF38DCFC3,FR,Machinery,CNC Machine,8483.40,Gears and gearing for machinery,873.57,808.86,EUR,873.57,14.76,ChinaPost,Air Freight,DDP,Complete,None,3.77,32.95,20,174.71,10.0,1091.24,No compliance issues detected,No,Cleared
SHIP-0AFC6BA2,DEU9886666513,2025-02-22,2025-03-08,Texas Shipping LLC,Los Angeles,US,12-1674302,BR,Electronics,Apple Laptop,8517.13,Smartphones,547.72,2738.6,BRL,547.72,4.24,Deutsche Post,Ocean Freight,DDP,Incomplete,Commercial Invoice,5.87,32.17,17,93.11,10.0,683.01,Missing document: Commercial Invoice,Yes,Pending
SHIP-99D56DD9,USP2619342563,2025-03-03,2025-03-07,Global Exports Ltd,Seoul,GB,GB362060826000,CA,Food Products,Packaged Cookies,2106.90,Food preparations not elsewhere specified,818.69,1106.34,CAD,818.69,4.37,USPS,Express Courier,CIF,Incomplete,"Packing List, Commercial Invoice",6.28,51.44,5,40.93,10.0,921.06,"Missing document: Packing List, Commercial Invoice",Yes,Pending
SHIP-F55E5B4A,AUS8604345272,2025-03-05,2025-03-08,Cross-Border Shipping,Paris,GB,GB564507034000,JP,Machinery,CNC Machine,8483.40,Gears and gearing for machinery,767.61,114568.66,JPY,767.61,13.7,Australia Post,Express Courier,FOB,Complete,None,0,0.0,10,76.76,0.0,844.37,No compliance issues detected,No,Cleared
SHIP-F9D14B5F,ROY5149770892,2025-02-26,2025-03-05,Cross-Border Shipping,Paris,IN,IN-53D4D64CB1,BR,Apparel,Ralph Lauren Hoodie,6104.43,Women's dresses of synthetic fibers,354.46,1772.3,BRL,354.46,0.73,Royal Mail,Ocean Freight,DAP,Complete,None,10.57,37.45,17,60.26,10.0,462.17,No compliance issues detected,No,Held
SHIP-DE74F62A,CHI1364105211,2025-02-08,2025-02-14,Cross-Border Shipping,Taipei,IN,IN-CCD91256E8,AU,Chemicals,Industrial Solvent,6203.42,Men's trousers of cotton,64.9,98.33,AUD,64.9,4.24,ChinaPost,Postal Service,DDP,Complete,None,0,0.0,10,6.49,0.0,71.39,No compliance issues detected,Yes,Pending
SHIP-7A24F31D,ROY3040839143,2025-02-09,2025-02-13,US Global Exports,Houston,US,89-4607642,CN,Textiles,Cotton Fabric,8708.29,Parts and accessories of motor vehicles,38.46,274.71,CNY,75.61,10.91,Royal Mail,Air Freight,FOB,Incomplete,Packing List,0,0.0,13,5.0,0.0,43.46,Undervalued declaration; Missing document: Packing List,No,Pending
SHIP-AA2AA85E,USP8697323586,2025-02-13,2025-02-25,Global Exports Ltd,Taipei,IN,IN-C438387A5F,DE,Apparel,Uniqlo Hoodie,6203.42,Men's trousers of cotton,729.75,675.69,EUR,729.75,1.08,USPS,Air Freight,CPT,Complete,None,14.42,105.24,19,138.65,10.0,983.64,No compliance issues detected,No,Cleared
SHIP-73A66FE9,DEU6873543091,2025-02-28,2025-03-07,Berlin Exports,Cologne,DE,DE91584019,BR,Furniture,Wooden Chair,6203.42,Men's trousers of cotton,193.36,966.8,BRL,330.86,16.05,Deutsche Post,Ocean Freight,DAP,Complete,None,4.41,8.53,17,32.87,10.0,244.76,Undervalued declaration; Incomplete description,No,Pending
SHIP-121437D6,DHL2740221017,2025-03-02,2025-03-05,WorldWide Logistics,Taipei,KR,KR-CC257537FF,BR,Machinery,Pump,8483.40,Gears and gearing for machinery,899.95,4499.75,BRL,899.95,5.75,DHL,Express Courier,CIF,Complete,None,3.86,34.74,17,152.99,10.0,1097.69,No compliance issues detected,Yes,Pending
SHIP-AD9EC7F9,FED3832849384,2025-03-07,2025-03-10,Kyoto Shipping Co.,Yokohama,JP,JP-532451382D,AU,Medical Devices,Glucose Meter,9018.90,Medical instruments and appliances,242.28,367.09,AUD,242.28,5.29,FedEx,Ocean Freight,CIF,Complete,None,0,0.0,10,24.23,0.0,266.51,Incomplete description,No,Pending
SHIP-E82FC1E8,DEU1434444413,2025-02-13,2025-02-16,Kyoto Shipping Co.,Kyoto,JP,JP-F3337FC96D,BR,Apparel,Levi's T-shirt,6104.43,Women's dresses of synthetic fibers,546.53,2732.65,BRL,869.33,1.69,Deutsche Post,Express Courier,FCA,Complete,None,10.5,57.37,17,92.91,10.0,706.81,Undervalued declaration,No,Pending
